SM d31:1	6	62758	46501	60686	63704	68412	108763	21523	14360	92997	223321	80792	156243	50474	71376	39376	98331	89579	72088	111105	59875	92734	136301	94817	62134	68368	23544	54269	8980	94075	34831	93592	162870	116169	114339	264691	43944	124010	196133	117915	110657	61909	46882	79785	133274	77116	51237	144889	22753	95405	83464	119965	85048	91644	66094	49069	40832	125311	198640	161242	86077	137581	139710	94194	109587	140204	83936	21734	81999	66982	NA	NA	lipid
SM d32:0	6	256453	263048	149869	480520	324425	470539	243710	158444	420439	381165	534469	204289	165711	219314	238972	120529	452837	281256	510881	497521	340367	367297	429864	209473	518437	158857	191932	364495	563321	1193240	857716	2175463	434165	1138879	1697010	85713	868141	384010	440078	258634	426516	143455	504988	388034	63135	337906	301585	188572	250705	279140	293009	211891	359107	517146	233257	72284	488701	328840	863557	270271	258672	673655	555613	290296	770790	456065	419666	822338	247996	NA	NA	lipid
SM d32:0 Isomer B	6	5196	4513	3380	7335	6155	6672	4294	3866	6354	4637	8575	2743	3473	3693	3671	1737	7130	4233	7943	8998	5353	6385	6821	2761	7248	3197	3722	7443	10352	13968	17415	31012	8665	20769	28133	2197	12272	6455	7225	4109	6607	2783	8468	6221	1871	5448	4092	3353	3948	5003	3573	3357	4877	6100	3685	2125	8930	4383	8532	3928	3798	11225	8174	5001	16194	8593	8396	15618	4128	NA	NA	lipid
SM d32:1 Isomer A	6	4014898	4271916	4348886	5338568	5256719	7152827	3574697	2440154	5670211	7524338	6256741	3902741	2910895	4511918	3387699	2291853	5432848	3927917	5670233	6977584	5095717	5607783	7008080	2925681	5254917	2577324	2706586	4125376	6275458	5770180	5957461	16041189	3405669	7326821	11322870	2633082	10220655	6590230	8441120	4111190	4548634	2360790	6020070	6013277	1665385	5206249	5348224	2778564	3385582	5547311	4187311	2701552	5078020	6770705	2967755	1470508	7138158	6497676	7489676	3875080	3166507	10618745	6472485	3243122	8111857	4034518	2273707	5616183	2512726	NA	NA	lipid
SM d32:1 Isomer B	6	42595	38600	18354	47819	68296	73321	38139	29387	69738	69727	76240	34027	30686	41767	33792	22293	64713	39341	60997	91700	59923	70526	73750	33381	53517	32845	31076	44247	89099	53750	87045	152534	50313	94878	161607	26981	124868	74475	88436	47751	43229	24886	73813	63159	22707	55280	58172	28904	39198	58618	39299	26420	49538	57695	31295	22782	83494	62562	62239	44794	35842	139794	75102	35054	112155	58924	37974	65866	33632	NA	NA	lipid
SM d32:2	6	757	612	875	839	891	1088	999	701	1292	1567	1097	822	797	748	605	717	491	793	1178	1332	748	1353	906	709	864	574	498	736	1247	693	793	1504	735	1316	1379	352	1376	892	1410	705	628	315	1053	1415	378	1146	861	646	658	970	955	428	926	886	571	458	1035	1010	1036	738	803	1469	1031	786	698	634	430	919	504	NA	NA	lipid
SM d33:1	6	1662770	1557839	1158962	2151426	2673047	2076723	1241357	836265	2020116	4187539	2506292	2523879	902598	1637903	915628	1324007	1808798	1545245	2072378	2117995	1678535	3006711	2077182	1125560	1929343	595395	986278	1102598	1873785	2352729	2630185	5846315	1760919	3907456	6102344	696090	2338794	5746205	2966897	1856748	1500710	699455	1919622	2447507	660353	1082054	2489640	815078	1652594	2235314	2132507	1473242	1761341	1926952	704551	467473	2373034	2951694	4191697	1260077	1435672	3905982	3102966	1787934	3739922	1578035	593241	2565857	990256	NA	NA	lipid
SM d34:0	6	2105	2693	1570	2965	3033	2537	2010	1972	3346	2668	5166	1781	1536	2860	2154	1147	5324	2625	4132	3548	2602	3611	2853	1890	3505	2039	1890	3382	4933	10524	9307	10349	4377	7363	11438	1678	4924	3118	3404	2634	2701	2066	3134	2404	1328	2793	2269	1268	2597	1958	3208	2021	2846	2802	1842	1666	3860	3351	5091	2188	1856	3645	3517	2907	7762	3963	4332	5830	2693	NA	NA	lipid
SM d34:1 Isomer A	6	5577682	6223640	2587506	8698124	8089444	8170905	6240996	3920777	6629468	9266150	8687480	5497839	3484742	6436126	4676583	2981167	3734112	5947260	8280127	8594849	5871319	7863083	7529077	4020137	8455773	3082283	4302577	5930961	7269454	7795296	6812237	18587312	4059015	10066740	13873561	3077580	10757092	10294619	11512778	5919573	6327450	3268644	6774358	6246584	2346841	5819981	6828052	3867519	5166500	3653778	6059172	4443652	6807173	8629639	2935915	1893617	10249762	6771289	10297372	4806609	4152586	11554709	8517319	4677960	8848571	4087113	2248667	7714168	2787661	NA	NA	lipid
SM d34:1 Isomer B	6	22593	25938	12429	37553	57420	36822	28408	20722	35758	42313	44599	20849	16487	30420	20862	13077	22684	27214	39303	64699	40105	41634	38650	22092	37791	18979	21540	29422	71408	42796	67575	88006	38901	57729	106154	14783	66987	50632	55361	29025	24625	18100	39266	32036	17289	28162	36739	18524	24959	21410	24544	19429	27040	31651	16432	24061	56854	34982	40939	23220	19894	77948	45977	24675	85551	37720	23129	43394	22739	NA	NA	lipid
SM d35:2	6	161037	50464	166926	129311	272587	157930	69119	77023	103555	323753	183018	168397	26105	152215	65690	113171	139390	92119	192595	122776	144788	346964	67321	100757	74710	70121	83984	105683	160304	301178	172190	347862	93215	264931	514723	72656	247501	525630	266524	198195	159366	35804	188608	190337	64958	54335	294188	44026	178694	125364	191263	158207	212622	240561	50332	34211	181592	290612	314718	156172	150557	292767	282647	193508	182656	102759	40765	217616	94466	NA	NA	lipid
SM d36:4	6	632876	692338	321981	940776	755782	1010900	665812	456850	722281	986389	984453	577807	408603	680985	545780	359902	386450	671147	935516	770030	633499	893862	843784	440995	963373	359362	512015	672562	542907	814336	467765	1943813	171594	1110457	1474975	349238	1157448	1145910	1321656	665383	672726	374653	749859	716010	219452	684609	769682	459490	554141	381573	731939	518895	746210	963627	349885	118303	1157691	766354	1040283	547381	474973	1104763	961437	536954	615642	322776	117987	862319	244629	NA	NA	lipid
