lipid	estimate	estimate1	estimate2	statistic	p.value	parameter	conf.low	conf.high	method	alternative	p.adj	comparison	module
4-METHYL-2-OXO-PENTANOIC ACID 	0.943847186842189	8.27904089490582	7.33519370806363	5.58135041621569	3.28415997027595e-06	33.0974052855707	0.599834227525466	1.28786014615891	Welch Two Sample t-test	two.sided	3.58383102535318e-05	13v30	module7
CAR 16:0 	1.04488042674986	13.9845323335135	12.9396519067637	3.13099637066143	0.0043473649813755	25.3931072827749	0.35810749589922	1.7316533576005	Welch Two Sample t-test	two.sided	0.00640900198285254	13v30	module7
CAR 16:1	1.04290838041918	12.5244202200967	11.4815118396775	3.75410851463745	0.000820112227862514	27.6844132279689	0.473559191479769	1.6122575693586	Welch Two Sample t-test	two.sided	0.0016715247208489	13v30	module7
CAR 18:1 	1.31910322437129	14.1729061270904	12.8538029027191	3.81654805499021	0.00082991786839351	24.143014269299	0.605987069185786	2.03221937955679	Welch Two Sample t-test	two.sided	0.0016715247208489	13v30	module7
CAR 18:2 Isomer A 	1.38435166221732	13.0631208731848	11.6787692109675	4.06616377493967	0.000330372699602219	29.2300651934268	0.688278030034261	2.08042529440037	Welch Two Sample t-test	two.sided	0.000774480263001923	13v30	module7
CAR 20:1 	0.829767633286469	11.5578726617293	10.7281050284429	3.15253909604085	0.00440219511776302	23.3479488630733	0.285732902644	1.37380236392894	Welch Two Sample t-test	two.sided	0.00642361124326645	13v30	module7
PE 38:4 	0.511209512416999	14.7347159269619	14.2235064145449	3.27826147523301	0.00351278828660419	21.473232811978	0.187350787852201	0.835068236981796	Welch Two Sample t-test	two.sided	0.00534392260621702	13v30	module7
PE 38:4|PE 18:0_20:4	0.580471579734663	10.7304885071429	10.1500169274083	3.07232561218934	0.005632894191946	21.7018635254078	0.188330866643876	0.97261229282545	Welch Two Sample t-test	two.sided	0.0079101762372217	13v30	module7
PE 38:5 	0.83294159128185	12.7335899171944	11.9006483259125	3.67460121938142	0.00141040241686243	21.0029735412703	0.361548417112502	1.3043347654512	Welch Two Sample t-test	two.sided	0.00261931877417308	13v30	module7
PI 34:2 	0.645213209908672	11.5351799696958	10.8899667597872	2.98112202148621	0.00563147369880501	30.1889855228543	0.203314040001464	1.08711237981588	Welch Two Sample t-test	two.sided	0.0079101762372217	13v30	module7
DG 36:5 	0.778271290174395	11.5064491552465	10.7281778650721	4.40117978577785	0.00023973834681188	21.3906140033848	0.41093660098484	1.14560597936395	Welch Two Sample t-test	two.sided	0.000662825613297581	13v30	module9
DG 38:5 	0.489849188528437	13.2006471118025	12.7107979232741	3.0665028227816	0.0060339891732939	20.2298767784819	0.156875857127228	0.822822519929646	Welch Two Sample t-test	two.sided	0.00829673511327912	13v30	module9
DG 38:6 	0.820893804270561	12.8661644481177	12.0452706438471	5.45449163533858	2.41100117500542e-05	20.0705809575772	0.507029812993549	1.13475779554757	Welch Two Sample t-test	two.sided	0.000108298771565882	13v30	module9
PC 32:1 Isomer A	1.01885629342258	16.3958909330447	15.3770346396221	4.91378363541365	9.63503237725021e-05	19.0041615444054	0.584881319623502	1.45283126722165	Welch Two Sample t-test	two.sided	0.000362581481564942	13v30	module9
PC 32:1 Isomer B	0.623890360523975	10.1377280858785	9.5138377253545	4.38982835981973	0.000250596065721708	21.2132210925407	0.328512657146141	0.919268063901808	Welch Two Sample t-test	two.sided	0.000662825613297581	13v30	module9
PC 32:2 Isomer B	0.513091964529393	8.25878354694734	7.74569158241795	3.21919500132542	0.00345348785955433	25.826836768459	0.185364098859243	0.840819830199542	Welch Two Sample t-test	two.sided	0.00531020176254053	13v30	module9
PC 14:0_16:1 	-0.422975784404535	12.5391088346186	12.9620846190231	-2.66961019302289	0.0102420516611389	49.5218939513831	-0.741290098025663	-0.104661470783408	Welch Two Sample t-test	two.sided	0.0336805929625913	13v5	module9
PMeOH 16:0_18:2 	1.59607394451907	8.93195601740029	7.33588207288122	7.45601493672945	1.13200464176533e-08	34.280851116595	1.16117219067481	2.03097569836333	Welch Two Sample t-test	two.sided	1.61876663772442e-06	13v30	module10
LPC 20:2 	-0.431395676626364	5.48789453501636	5.91929021164273	-2.83862783711521	0.00659153572826314	48.6644539682576	-0.736850756400636	-0.125940596852092	Welch Two Sample t-test	two.sided	0.0256171047621136	13v5	module11
LPC 22:6 	-0.675380359397622	11.69076448746	12.3661448468576	-2.51777100476773	0.0157701277638179	41.3969608541809	-1.21695511367009	-0.133805605125157	Welch Two Sample t-test	two.sided	0.0451680606455246	13v5	module11
LPE 20:4 	-0.448708970392607	7.2483084447028	7.6970174150954	-2.96167549184952	0.00538363465660606	36.0893126651514	-0.755949173351273	-0.141468767433941	Welch Two Sample t-test	two.sided	0.0230509644388245	13v5	module11
LPE 20:5	-0.606198302260955	11.3635889051533	11.9697872074143	-2.9041116176747	0.00592657152804755	40.6974352894383	-1.02784834130309	-0.184548263218817	Welch Two Sample t-test	two.sided	0.02430003584869	13v5	module11
LPE 22:6 	-0.540479666767003	7.25071355622622	7.79119322299322	-2.8091918785652	0.00777477959723486	38.3444763272181	-0.92985185114543	-0.151107482388576	Welch Two Sample t-test	two.sided	0.0282869640665354	13v5	module11
PC 34:1 Isomer A	0.46287051544499	18.1266228435421	17.6637523280971	3.50371919815045	0.00267547759652951	17.2356481566297	0.184436295250974	0.741304735639007	Welch Two Sample t-test	two.sided	0.00425103662559689	13v30	module12
PC 34:1 Isomer A	0.303542408412135	18.1266228435421	17.8230804351299	3.66589968786185	0.000806815964102962	35.1769360491366	0.135476415892651	0.471608400931618	Welch Two Sample t-test	two.sided	0.00993972455409141	13v5	module12
PC 34:1 Isomer B	0.302776636811654	11.6669920837636	11.3642154469519	4.34746362247747	7.63806166729046e-05	45.6141242568985	0.162557655353545	0.442995618269763	Welch Two Sample t-test	two.sided	0.00223280065614986	13v5	module12
PC 38:3 Isomer A	0.301742824817065	14.7182645574614	14.4165217326443	2.45774975171535	0.0177139769480728	47.1251838521943	0.0547747590822827	0.548710890551848	Welch Two Sample t-test	two.sided	0.0496572140675484	13v5	module12
PE 36:2 	0.370875968932753	9.52285769436994	9.15198172543719	2.75281278228004	0.00820160366054608	50.2264379101274	0.100300683002484	0.641451254863021	Welch Two Sample t-test	two.sided	0.0285680053458889	13v5	module12
