"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"PC(P-18:1(9Z)/18:1(9Z))","PC(P-18:1(9Z)/18:1(9Z))","HMDB0011309","53480801",NA,"CCCCCCCC\C=C/CCCCCCCC(=O)O[C@]([H])(CO\C=C/CCCCCC\C=C/CCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C","1"
"[(2S)-3-hexadecoxy-2-[(Z)-octadec-9-enoyl]oxypropyl] 2-(trimethylazaniumyl)ethyl phosphate","NA","NA","NA","NA","NA","0"
"Phosphatidylethanolamine 18:0-16:0","PE(18:0/16:0)","HMDB0008989","445757","C00350","[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCC","1"
"Phosphatidylethanolamine 16:0-18:1","PE(16:0/18:1(11Z))","HMDB0008926","9546726","C00350","[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCC\C=C/CCCCCC","1"
"2-azaniumylethyl [3-octadecanoyloxy-2-[(Z)-octadec-9-enoyl]oxypropyl] phosphate","NA","NA","NA","NA","NA","0"
"[1-[2-aminoethoxy(hydroxy)phosphoryl]oxy-3-[(Z)-hexadec-9-enoxy]propan-2-yl] (Z)-octadec-9-enoate","NA","NA","NA","NA","NA","0"
"[1-[2-aminoethoxy(hydroxy)phosphoryl]oxy-3-[(Z)-hexadec-9-enoxy]propan-2-yl] (9Z,12Z)-octadeca-9,12-dienoate","NA","NA","NA","NA","NA","0"
"1-octadecyl-2-(9Z-octadecenoyl)-glycero-3-phosphoethanolamine","NA","NA","NA","NA","NA","0"
"1-(1-Enyl-oleoyl)-2-palmitoyl-sn-glycero-3-phosphoethanolamine","PE(P-18:1(9Z)/16:0)","HMDB0011437","53480893",NA,"[H][C@@](CO\C=C/CCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCC","1"
"1-(1-Enyl-oleoyl)-2-stearoyl-sn-glycero-3-phosphoethanolamine","PE(P-18:1(9Z)/18:0)","HMDB0011439","53480895",NA,"[H][C@@](CO\C=C/CCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCCCC","1"
"Phosphatidylethanolamine alkenyl 18:0-18:2","NA","NA","NA","NA","NA","0"
"2-Amino-3-[(2-hexadec-9-enoyloxy-3-octadecanoyloxypropoxy)-hydroxyphosphoryl]oxypropanoic acid","NA","NA","NA","NA","NA","0"
"2-Amino-3-[hydroxy-(3-octadecanoyloxy-2-octadec-9-enoyloxypropoxy)phosphoryl]oxypropanoic acid","NA","NA","NA","NA","NA","0"
"Phosphatidylserine (bovine)","NA","NA","NA","NA","NA","0"
"N-(octadecanoyl)-sphinganine-1-phosphocholine","SM(d18:0/18:0)","HMDB0012087","44260130","C00550","CCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP([O-])(=O)OCC[N+](C)(C)C)[C@H](O)CCCCCCCCCCCCCCC","1"
"Sphingomyelin (D18:1/18:0)","SM(d18:1/18:0)","HMDB0001348","6453725","C00550","[H][C@@](COP([O-])(=O)OCC[N+](C)(C)C)(NC(=O)CCCCCCCCCCCCCCCCC)[C@H](O)\C=C\CCCCCCCCCCCCC","1"
"N-(nonadecanoyl)-sphing-4-enine-1-phosphocholine","NA","NA","NA","NA","NA","0"
"C20 Sphingomyelin","SM(d18:1/20:0)","HMDB0012102","44260124","C00550","CCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP([O-])(=O)OCC[N+](C)(C)C)[C@H](O)\C=C\CCCCCCCCCCCCC","1"
"N-(11Z-eicosenoyl)-sphing-4-enine-1-phosphocholine","SM(d18:1/20:1(11Z))","HMDB0240610","52931179",NA,"[H][C@@](COP([O-])(=O)OCC[N+](C)(C)C)(NC(=O)CCCCCCCCC\C=C/CCCCCCCC)[C@H](O)\C=C\CCCCCCCCCCCCC","1"
"N-(tricosanoyl)-4E,14Z-sphingadienine-1-phosphocholine","NA","NA","NA","NA","NA","0"
